Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,6.431896686553955,6.695000171661377,15.590929985046387,23.21143341064453,0.42385411262512207,6.44662317438684,6.83050012588501,15.659588082147069,23.32392795252857,0.426834160425533,6.382908442941151,6.6570000648498535,15.528492591199758,22.941445365766274,0.4151432141804021,6.414465259906861,6.8125,15.595905030867366,22.963944846321365,0.4243125752112965,493729600,151998000,78169752,38409100,800204000
2010-01-05,6.44301700592041,6.734499931335449,15.522272109985352,23.218948364257812,0.43004360795021057,6.479382603086922,6.77400016784668,15.618044581526823,23.323944584607652,0.4346282901156322,6.409055397550002,6.5904998779296875,15.46132685353975,22.978959455652575,0.4222496318728771,6.449629078593121,6.671500205993652,15.601626362292096,23.13645307095397,0.4222496318728771,601904800,177038000,120067812,49749600,728648000
2010-01-06,6.340533256530762,6.612500190734863,15.130976676940918,23.076446533203125,0.4327942430973053,6.468564238083505,6.736499786376953,15.568791151101962,23.308935515806827,0.43371116824226247,6.333921182847097,6.582499980926514,15.08371279213737,22.88895509519617,0.42568797757991017,6.443017991027013,6.730000019073486,15.568791151101962,23.1589417932228,0.4298141953859186,552160000,143576000,158988852,58182400,649168000
2010-01-07,6.328811168670654,6.5,14.77873420715332,22.836450576782227,0.4243127107620239,6.37148869563389,6.616000175476074,15.174260787437923,23.023941956130372,0.432335931554002,6.282828407547034,6.440000057220459,14.742665124072243,22.641459370606672,0.4211034443067208,6.363974975875091,6.600500106811523,15.159334701622333,22.9714431683385,0.430502053296603,477131200,220604000,256315428,50559700,547792000
2010-01-08,6.370885848999023,6.676000118255615,14.975751876831055,22.993947982788086,0.425229549407959,6.371487347719221,6.684000015258789,15.006348219722405,23.15893991992762,0.42820959736042774,6.283128429648899,6.451499938964844,14.654603561149669,22.678962335197316,0.41835252828388625,6.320394866701701,6.5279998779296875,14.726495250057752,22.708961649465977,0.42087408629993456,447610800,196610000,188783028,51197400,478168000
2010-01-11,6.3146867752075195,6.515500068664551,14.953115463256836,22.701461791992188,0.4192695617675781,6.40154297071308,6.639999866485596,15.036449382038718,23.068944808639152,0.4293558784168371,6.26479647699497,6.4604997634887695,14.777242652751836,22.588967224520022,0.41330946432361326,6.395531994719579,6.63100004196167,15.036449382038718,23.031445665851074,0.4275220001781664,462229600,175588000,288227484,68754700,556612000
2010-01-12,6.242854118347168,6.367499828338623,14.688684463500977,22.551467895507812,0.40505698323249817,6.304465797084791,6.491000175476074,14.879730774458634,22.798956514081294,0.4146848361393254,6.203783992560606,6.327499866485596,14.626992188590338,22.43147350046891,0.39634608301181773,6.287033571848873,6.44950008392334,14.867043838749717,22.61146509302726,0.41308020309713983,594459600,181926000,193937868,65912100,627432000
2010-01-13,6.33091402053833,6.45550012588501,14.604355812072754,22.7614688873291,0.4105585515499115,6.3393293853526735,6.485499858856201,14.636445238426091,22.88896316735457,0.41193396669520277,6.13405981009821,6.287499904632568,14.276243560585034,22.50648032727816,0.3919905837227428,6.247364278748396,6.394999980926514,14.340671734388636,22.69397183140699,0.40780774858618163,605892000,214464000,259604136,51863500,508868000
